league,lg,season,season_start_year,player_name,player_id,team,pos,g,mp_per_game,pts_per_game,ast_per_game,trb_per_game,orb_per_game,fg_per_game,fga_per_game,fg_percent,x3p_per_game,x3pa_per_game,x3p_percent,x2p_per_game,x2pa_per_game,x2p_percent,ft_per_game,fta_per_game,ft_percent,stl_per_game,blk_per_game,tov_per_game,pf_per_game,draft_year,draft_round,draft_pick,draft_team,college,rookie_season_start_year,career_year,GS
WNBA,WNBA,2023-24,2023,Jonquel Jones,,NYL,C,40,25.0,11.3,1.8,8.4,2.6,4.4,8.4,0.527,0.8,2.3,0.352,3.6,6.1,0.593,1.7,2.0,0.863,0.6,1.3,2.1,2.8,,,,,,2016,8.0,40
WNBA,WNBA,2023-24,2023,Dorka Juhász,,MIN,F,38,24.2,6.0,2.6,6.5,1.7,2.5,5.2,0.472,0.3,1.3,0.271,2.1,4.0,0.536,0.7,1.3,0.54,0.9,0.6,1.2,1.8,,,,,,2023,1.0,27
WNBA,WNBA,2023-24,2023,Sika Koné,,CHI,F,20,9.3,3.6,0.5,3.0,1.1,1.3,2.4,0.532,0.1,0.3,0.333,1.2,2.1,0.561,1.0,1.3,0.769,0.2,0.1,1.1,1.7,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Awak Kuier,,DAL,F,37,10.8,2.6,0.5,2.5,0.6,1.0,2.5,0.396,0.1,0.6,0.087,0.9,1.8,0.5,0.6,0.7,0.778,0.2,0.6,0.6,0.8,,,,,,2021,3.0,4
WNBA,WNBA,2023-24,2023,Betnijah Laney-Hamilton,,NYL,G-F,40,30.0,12.8,2.4,3.3,0.8,5.0,10.0,0.499,1.5,3.8,0.392,3.5,6.2,0.565,1.3,1.7,0.791,0.9,0.1,1.9,2.2,,,,,,2015,9.0,40
WNBA,WNBA,2023-24,2023,Jewell Loyd,,SEA,G,38,35.4,24.7,3.4,4.7,1.1,7.5,20.3,0.37,3.0,8.5,0.356,4.5,11.8,0.38,6.7,7.5,0.888,1.0,0.4,2.8,1.7,,,,,,2015,9.0,38
WNBA,WNBA,2023-24,2023,Marina Mabrey,,CHI,G,39,30.0,15.0,3.6,3.7,0.9,5.2,12.6,0.411,2.3,5.8,0.39,2.9,6.7,0.43,2.4,2.8,0.836,0.7,0.5,2.2,2.4,,,,,,2019,5.0,39
WNBA,WNBA,2023-24,2023,Ezi Magbegor,,SEA,F-C,40,32.6,13.8,2.6,8.1,1.6,5.4,10.6,0.513,0.8,2.0,0.385,4.7,8.6,0.542,2.2,3.1,0.699,1.1,1.9,2.4,3.2,,,,,,2020,4.0,40
WNBA,WNBA,2023-24,2023,Kayla McBride,,MIN,G,38,31.8,14.3,2.2,3.2,0.4,4.9,11.6,0.424,2.2,6.4,0.342,2.7,5.2,0.525,2.2,2.6,0.867,1.2,0.2,1.7,1.7,,,,,,2014,10.0,38
WNBA,WNBA,2023-24,2023,Teaira McCowan,,DAL,C,30,26.1,11.9,1.5,9.1,3.5,5.0,9.1,0.551,0.0,0.1,0.0,5.0,8.9,0.56,1.9,3.3,0.586,0.5,1.2,1.5,3.3,,,,,,2019,5.0,29
WNBA,WNBA,2023-24,2023,Aari McDonald,,ATL,G,24,23.5,7.9,3.0,2.0,0.3,2.8,6.8,0.402,1.0,3.3,0.321,1.7,3.6,0.477,1.3,1.8,0.762,0.6,0.0,1.6,1.6,,,,,,2021,3.0,9
WNBA,WNBA,2023-24,2023,Jade Melbourne,,SEA,G,29,10.6,2.6,1.2,1.2,0.2,0.9,2.2,0.391,0.1,0.7,0.15,0.8,1.5,0.5,0.8,1.0,0.793,0.4,0.0,0.9,1.6,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Li Meng,,WAS,G,34,15.9,5.6,1.0,1.1,0.2,1.8,4.8,0.378,1.3,3.6,0.364,0.5,1.3,0.419,0.6,0.8,0.846,0.3,0.0,0.8,1.1,,,,,,2023,1.0,1
WNBA,WNBA,2023-24,2023,Abby Meyers,,WAS,G,9,4.0,1.4,0.0,0.4,0.1,0.6,1.4,0.385,0.0,0.4,0.0,0.6,1.0,0.556,0.3,0.3,1.0,0.1,0.2,0.1,0.6,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Taylor Mikesell,,ATL,G,6,4.8,2.8,0.3,0.3,0.0,0.8,1.7,0.5,0.5,1.2,0.429,0.3,0.5,0.667,0.7,0.7,1.0,0.0,0.0,0.2,0.0,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Nikolina Milic,,MIN,F,39,12.7,5.9,0.8,2.4,0.7,2.3,4.9,0.464,0.2,0.6,0.364,2.1,4.4,0.476,1.2,1.4,0.804,0.1,0.1,1.1,1.7,,,,,,2022,2.0,3
WNBA,WNBA,2023-24,2023,Diamond Miller,,MIN,F,32,26.1,12.1,2.5,3.5,0.7,4.4,10.8,0.403,1.0,3.2,0.307,3.4,7.7,0.443,2.4,3.0,0.792,0.9,0.3,2.3,2.5,,,,,,2023,1.0,32
WNBA,WNBA,2023-24,2023,Kelsey Mitchell,,IND,G,40,33.7,18.2,3.1,1.6,0.3,6.1,13.9,0.441,2.6,6.4,0.398,3.6,7.5,0.478,3.4,4.1,0.824,0.9,0.1,2.3,2.0,,,,,,2018,6.0,40
WNBA,WNBA,2023-24,2023,Tiffany Mitchell,,MIN,G,33,23.1,7.3,2.3,2.3,0.5,2.6,6.5,0.404,0.4,1.4,0.289,2.2,5.1,0.435,1.7,2.0,0.833,0.5,0.1,2.1,2.7,,,,,,2016,8.0,21
WNBA,WNBA,2023-24,2023,Olivia Nelson-Ododa,,CON,C,39,15.0,4.5,0.6,3.7,1.3,1.7,3.1,0.537,0.0,0.0,,1.7,3.1,0.537,1.2,1.7,0.708,0.5,0.8,0.8,2.2,,,,,,2022,2.0,0
WNBA,WNBA,2023-24,2023,Kia Nurse,,SEA,G,40,19.7,5.9,1.3,2.3,0.3,2.0,5.8,0.343,1.3,3.6,0.35,0.8,2.3,0.333,0.6,0.7,0.889,0.6,0.1,0.7,1.9,,,,,,2018,6.0,20
WNBA,WNBA,2023-24,2023,Arike Ogunbowale,,DAL,G,40,37.2,21.2,4.5,3.4,0.5,7.5,18.8,0.398,2.9,8.5,0.343,4.6,10.3,0.443,3.4,3.8,0.876,1.7,0.1,2.6,2.7,,,,,,2019,5.0,40
WNBA,WNBA,2023-24,2023,Chiney Ogwumike,,LAS,F-C,10,21.2,8.4,1.3,4.3,1.4,3.4,7.9,0.43,0.1,1.3,0.077,3.3,6.6,0.5,1.5,2.1,0.714,1.3,0.3,1.2,3.7,,,,,,2014,10.0,4
WNBA,WNBA,2023-24,2023,Nneka Ogwumike,,LAS,F,36,31.1,19.1,2.7,8.8,1.7,7.3,14.3,0.512,0.6,1.7,0.339,6.8,12.6,0.535,3.9,4.5,0.87,1.7,0.7,2.2,2.6,,,,,,2012,12.0,36
WNBA,WNBA,2023-24,2023,Michaela Onyenwere,,PHO,F,40,23.8,8.9,1.3,3.7,1.2,3.3,8.1,0.404,0.9,2.8,0.315,2.4,5.3,0.45,1.5,2.0,0.759,0.8,0.5,2.0,2.9,,,,,,2021,3.0,27
WNBA,WNBA,2023-24,2023,Candace Parker,,LVA,F-C,18,23.6,9.0,3.7,5.4,0.9,3.3,7.2,0.465,0.9,2.8,0.333,2.4,4.3,0.551,1.4,1.6,0.893,1.5,0.9,1.7,1.9,,,,,,2008,16.0,18
WNBA,WNBA,2023-24,2023,Cheyenne Parker-Tyus,,ATL,F,40,26.7,15.0,1.8,6.7,2.2,5.8,12.0,0.482,0.4,1.4,0.278,5.4,10.7,0.508,3.0,3.7,0.829,1.1,1.5,2.3,2.9,,,,,,2015,9.0,38
WNBA,WNBA,2023-24,2023,Robyn Parks,,CHI,F,37,13.6,3.9,0.4,1.6,0.4,1.4,3.8,0.381,0.9,2.4,0.368,0.6,1.4,0.404,0.2,0.2,1.0,0.3,0.1,0.5,0.9,,,,,,2023,1.0,2
WNBA,WNBA,2023-24,2023,Shey Peddy,,PHO,G,18,15.8,5.2,1.8,1.8,0.4,1.7,4.7,0.369,0.9,2.6,0.348,0.8,2.1,0.395,0.9,1.1,0.8,0.8,0.1,0.6,1.7,,,,,,2019,5.0,0
WNBA,WNBA,2023-24,2023,Kelsey Plum,,LVA,G,39,32.4,18.7,4.5,2.4,0.2,6.4,13.4,0.475,2.4,6.3,0.389,3.9,7.2,0.55,3.5,3.8,0.912,1.1,0.0,2.1,2.4,,,,,,2016,8.0,39
WNBA,WNBA,2023-24,2023,Aerial Powers,,MIN,G,20,9.8,5.2,0.8,1.8,0.3,1.9,4.6,0.413,0.3,1.0,0.316,1.6,3.7,0.438,1.1,1.2,0.917,0.2,0.1,0.9,0.3,,,,,,2016,8.0,0
WNBA,WNBA,2023-24,2023,Epiphanny Prince,,NYL,G,10,7.1,1.8,0.8,0.6,0.1,0.6,1.5,0.4,0.3,1.0,0.3,0.3,0.5,0.6,0.3,0.3,1.0,0.2,0.1,0.7,0.6,,,,,,2010,14.0,0
WNBA,WNBA,2023-24,2023,Danielle Robinson,,ATL,G,32,21.6,5.8,3.3,2.2,0.3,2.2,4.8,0.461,0.3,1.0,0.29,1.9,3.8,0.504,1.1,1.5,0.75,0.7,0.1,1.3,2.0,,,,,,2011,13.0,27
WNBA,WNBA,2023-24,2023,Iliana Rupert,,ATL,C,20,7.9,1.8,0.5,2.0,0.4,0.6,1.7,0.353,0.3,1.1,0.273,0.3,0.6,0.5,0.3,0.4,0.625,0.4,0.4,0.5,1.1,,,,,,2022,2.0,0
WNBA,WNBA,2023-24,2023,Mercedes Russell,,SEA,C,37,19.1,5.0,1.3,4.0,1.1,2.2,4.2,0.516,0.0,0.0,0.0,2.2,4.2,0.519,0.6,1.0,0.605,0.4,0.5,1.5,1.5,,,,,,2018,6.0,13
WNBA,WNBA,2023-24,2023,Nyara Sabally,,NYL,C,33,7.9,2.3,0.2,2.1,0.6,0.8,1.8,0.424,0.1,0.3,0.222,0.7,1.5,0.46,0.7,1.0,0.75,0.1,0.2,0.5,1.2,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Satou Sabally,,DAL,F,38,33.1,18.6,4.4,8.1,2.3,6.2,14.3,0.435,1.7,4.8,0.361,4.5,9.5,0.472,4.4,5.0,0.874,1.8,0.4,2.9,3.6,,,,,,2020,4.0,38
WNBA,WNBA,2023-24,2023,Karlie Samuelson,,LAS,G,34,26.1,7.7,2.0,3.0,0.3,2.4,5.2,0.463,1.4,3.4,0.426,1.0,1.8,0.532,1.4,1.5,0.941,0.6,0.1,0.9,2.4,,,,,,2018,6.0,23
WNBA,WNBA,2023-24,2023,Victaria Saxton,,IND,F,15,3.6,1.3,0.0,0.7,0.1,0.4,1.2,0.333,0.1,0.1,0.5,0.3,1.1,0.313,0.4,0.5,0.857,0.1,0.0,0.4,0.6,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Jessica Shepard,,MIN,F,21,26.9,8.1,3.2,7.1,2.1,3.1,6.0,0.516,0.0,0.1,0.0,3.1,5.9,0.524,2.0,2.5,0.774,0.6,0.1,1.4,2.0,,,,,,2019,5.0,17
WNBA,WNBA,2023-24,2023,Maddy Siegrist,,DAL,F,39,8.2,3.7,0.2,1.6,0.9,1.5,2.9,0.509,0.1,0.4,0.333,1.3,2.5,0.536,0.7,0.7,0.931,0.2,0.2,0.2,0.7,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Jennie Simms,,PHO,G,6,11.7,2.2,0.5,2.2,0.7,0.7,2.3,0.286,0.0,0.8,0.0,0.7,1.5,0.444,0.8,1.2,0.714,0.3,0.0,1.0,1.2,,,,,,2016,8.0,0
WNBA,WNBA,2023-24,2023,Odyssey Sims,,DAL,G,28,12.0,2.0,2.2,1.3,0.3,0.8,2.5,0.304,0.1,0.5,0.133,0.7,1.9,0.352,0.4,0.7,0.55,0.4,0.0,0.6,1.1,,,,,,2014,10.0,0
WNBA,WNBA,2023-24,2023,Kadi Sissoko,,PHO,F,40,8.4,1.5,0.2,1.6,0.4,0.6,1.6,0.371,0.1,0.5,0.167,0.5,1.1,0.455,0.3,0.4,0.625,0.1,0.1,0.7,1.1,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Alanna Smith,,CHI,F,38,26.5,9.2,1.8,6.6,1.8,3.5,7.0,0.498,0.8,2.7,0.294,2.7,4.3,0.626,1.4,2.1,0.679,1.3,1.3,1.5,3.1,,,,,,2019,5.0,35
WNBA,WNBA,2023-24,2023,NaLyssa Smith,,IND,F,31,28.5,15.5,1.4,9.2,2.1,6.1,12.7,0.477,0.6,2.2,0.284,5.5,10.5,0.517,2.7,4.0,0.677,0.3,0.3,2.7,3.0,,,,,,2022,2.0,28
WNBA,WNBA,2023-24,2023,Taylor Soule,,CHI,F,15,3.5,0.6,0.2,0.5,0.2,0.1,0.9,0.143,0.0,0.2,0.0,0.1,0.7,0.182,0.3,0.5,0.625,0.0,0.1,0.3,0.4,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Azura Stevens,,LAS,F-C,35,26.0,10.8,1.1,5.9,1.5,4.3,10.5,0.404,1.0,3.1,0.321,3.3,7.4,0.438,1.3,1.7,0.754,1.2,0.9,1.5,2.6,,,,,,2018,6.0,29
WNBA,WNBA,2023-24,2023,Breanna Stewart,,NYL,F,40,34.1,23.0,3.8,9.3,1.6,7.9,17.0,0.465,2.1,5.8,0.355,5.9,11.2,0.521,5.1,6.0,0.851,1.5,1.6,1.5,1.9,,,,,,2016,8.0,40
WNBA,WNBA,2023-24,2023,Kiah Stokes,,LVA,C,40,19.8,2.2,0.6,5.9,1.1,0.9,2.1,0.434,0.1,0.7,0.185,0.8,1.4,0.554,0.2,0.5,0.5,0.7,1.0,0.4,1.8,,,,,,2015,9.0,22
WNBA,WNBA,2023-24,2023,Sug Sutton,,PHO,G,40,26.3,8.2,4.8,2.6,0.4,3.2,8.2,0.385,0.8,2.2,0.337,2.4,6.0,0.403,1.2,1.4,0.807,0.7,0.1,2.5,1.6,,,,,,2020,4.0,12
WNBA,WNBA,2023-24,2023,Brittney Sykes,,WAS,G,40,31.3,15.9,3.8,5.0,1.0,5.7,13.1,0.439,1.4,4.0,0.35,4.3,9.1,0.478,3.1,3.8,0.797,2.1,0.3,2.4,2.9,,,,,,2016,8.0,40
WNBA,WNBA,2023-24,2023,Diana Taurasi,,PHO,G,26,27.3,16.0,4.6,3.6,0.1,4.9,12.2,0.403,2.5,7.2,0.342,2.5,5.0,0.489,3.7,4.3,0.848,0.5,0.5,3.0,2.6,,,,,,2004,20.0,26
WNBA,WNBA,2023-24,2023,Alyssa Thomas,,CON,F,40,36.2,15.5,7.9,9.9,2.0,6.1,12.8,0.474,0.0,0.1,0.0,6.1,12.8,0.476,3.3,4.7,0.715,1.8,0.5,3.4,2.7,,,,,,2014,10.0,40
WNBA,WNBA,2023-24,2023,Jasmine Thomas,,LAS,G,32,12.8,2.7,1.3,1.1,0.3,0.9,3.4,0.273,0.5,1.9,0.242,0.5,1.5,0.313,0.3,0.3,0.909,0.3,0.2,0.7,0.9,,,,,,2011,13.0,7
WNBA,WNBA,2023-24,2023,Sam Thomas,,PHO,G-F,1,11.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,,2022,2.0,0
WNBA,WNBA,2023-24,2023,Kayla Thornton,,NYL,F,40,17.3,4.5,0.7,3.5,1.2,1.6,3.8,0.433,0.6,2.0,0.313,1.0,1.8,0.571,0.6,0.8,0.767,0.7,0.3,0.5,1.7,,,,,,2015,9.0,0
WNBA,WNBA,2023-24,2023,Kristi Toliver,,WAS,G,11,9.0,3.6,0.7,0.7,0.1,1.2,3.5,0.333,0.9,2.5,0.357,0.3,1.0,0.273,0.4,0.5,0.8,0.3,0.0,0.6,0.8,,,,,,2009,15.0,0
WNBA,WNBA,2023-24,2023,Kayana Traylor,,MIN,G,8,4.4,1.0,0.4,0.1,0.1,0.4,1.3,0.3,0.0,0.1,0.0,0.4,1.1,0.333,0.3,0.3,1.0,0.3,0.0,0.4,0.6,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Brianna Turner,,PHO,F-C,40,26.3,3.5,1.3,6.3,1.3,1.7,2.6,0.65,0.0,0.0,,1.7,2.6,0.65,0.2,0.3,0.5,1.0,1.1,1.5,2.2,,,,,,2019,5.0,33
WNBA,WNBA,2023-24,2023,Yvonne Turner,,SEA,G,21,9.2,2.5,0.9,1.1,0.1,0.9,2.0,0.463,0.0,0.1,0.333,0.9,1.8,0.474,0.7,0.9,0.778,0.4,0.1,0.7,0.7,,,,,,2016,8.0,7
WNBA,WNBA,2023-24,2023,Courtney Vandersloot,,NYL,G,39,30.4,10.5,8.1,3.5,0.5,4.1,9.3,0.442,0.9,3.2,0.294,3.2,6.1,0.521,1.3,1.7,0.761,1.3,0.6,2.7,2.0,,,,,,2011,13.0,39
WNBA,WNBA,2023-24,2023,Victoria Vivians,,IND,G-F,38,17.7,5.2,1.3,3.1,0.5,1.9,5.1,0.38,0.7,2.5,0.287,1.2,2.6,0.469,0.6,0.8,0.767,0.7,0.2,0.8,1.9,,,,,,2018,6.0,14
WNBA,WNBA,2023-24,2023,Shatori Walker-Kimbrough,,WAS,G,40,24.8,6.3,1.7,2.1,0.2,2.2,5.1,0.429,0.8,2.1,0.39,1.4,3.0,0.455,1.1,1.2,0.936,0.7,0.4,0.7,1.2,,,,,,2016,8.0,15
WNBA,WNBA,2023-24,2023,Kristy Wallace,,IND,G,37,19.7,6.6,1.9,2.2,0.6,2.5,6.3,0.401,1.0,2.3,0.435,1.5,4.0,0.381,0.6,0.8,0.75,0.6,0.2,1.3,1.7,,,,,,2022,2.0,9
WNBA,WNBA,2023-24,2023,Erica Wheeler,,IND,G,40,26.8,9.9,5.0,3.0,0.4,3.7,9.2,0.398,0.8,2.4,0.309,2.9,6.8,0.43,1.8,2.1,0.878,1.1,0.1,2.1,2.4,,,,,,2015,9.0,40
WNBA,WNBA,2023-24,2023,Sami Whitcomb,,SEA,G,40,24.5,9.7,2.9,2.9,0.5,3.2,8.0,0.4,2.2,5.8,0.385,1.0,2.2,0.438,1.1,1.3,0.83,0.9,0.4,2.0,1.9,,,,,,2016,8.0,19
WNBA,WNBA,2023-24,2023,Courtney Williams,,CHI,G,40,30.1,10.4,6.3,6.0,1.0,4.4,10.1,0.437,1.2,2.7,0.443,3.2,7.4,0.434,0.4,0.6,0.6,1.0,0.3,2.5,1.6,,,,,,2016,8.0,40
WNBA,WNBA,2023-24,2023,Elizabeth Williams,,CHI,C-F,40,29.7,9.8,2.5,5.8,2.3,4.2,8.1,0.514,0.0,0.0,,4.2,8.1,0.514,1.5,2.3,0.63,1.3,1.5,1.4,2.5,,,,,,2015,9.0,40
WNBA,WNBA,2023-24,2023,Gabby Williams,,SEA,F,10,28.5,8.4,3.8,3.6,1.4,3.4,9.4,0.362,0.5,2.3,0.217,2.9,7.1,0.408,1.1,1.3,0.846,1.5,0.4,2.2,1.9,,,,,,2018,6.0,8
WNBA,WNBA,2023-24,2023,Madi Williams,,PHO,G-F,5,9.2,2.0,0.2,1.0,0.4,1.0,3.0,0.333,0.0,0.6,0.0,1.0,2.4,0.417,0.0,0.0,,0.4,0.2,1.2,1.2,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Jocelyn Willoughby,,NYL,F-G,29,6.6,1.2,0.4,0.8,0.3,0.4,1.0,0.4,0.2,0.6,0.438,0.2,0.5,0.357,0.1,0.1,1.0,0.1,0.0,0.3,0.7,,,,,,2020,4.0,0
WNBA,WNBA,2023-24,2023,A'ja Wilson,,LVA,C,40,30.7,22.8,1.6,9.5,2.1,8.4,15.0,0.557,0.2,0.7,0.31,8.2,14.3,0.57,5.8,7.2,0.812,1.4,2.2,1.6,2.1,,,,,,2018,6.0,40
WNBA,WNBA,2023-24,2023,Han Xu,,NYL,C,8,4.5,1.5,0.0,0.9,0.4,0.8,2.5,0.3,0.0,0.9,0.0,0.8,1.6,0.462,0.0,0.0,,0.3,0.1,0.6,0.3,,,,,,2019,5.0,0
WNBA,WNBA,2023-24,2023,Jackie Young,,LVA,G,40,31.5,17.6,3.8,4.0,0.7,6.2,11.9,0.523,2.2,5.0,0.449,4.0,7.0,0.576,2.9,3.4,0.867,1.3,0.1,1.8,2.0,,,,,,2019,5.0,40
WNBA,WNBA,2023-24,2023,Kristine Anigwe,,TOT,F-C,13,6.8,1.9,0.3,1.7,0.6,0.8,1.8,0.417,0.0,0.1,0.0,0.8,1.8,0.435,0.4,0.6,0.625,0.2,0.4,0.5,1.8,,,,,,2019,5.0,0
WNBA,WNBA,2023-24,2023,Alaina Coates,,TOT,C,12,2.9,0.9,0.0,0.8,0.2,0.4,0.5,0.833,0.0,0.0,,0.4,0.5,0.833,0.1,0.3,0.25,0.3,0.0,0.6,0.8,,,,,,2018,6.0,0
WNBA,WNBA,2023-24,2023,Liz Dixon,,TOT,F,14,5.5,1.9,0.2,1.1,0.6,0.7,1.4,0.526,0.0,0.0,,0.7,1.4,0.526,0.5,0.6,0.875,0.0,0.2,0.3,0.3,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Queen Egbo,,TOT,F-C,37,12.8,4.8,0.3,4.3,1.1,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,0.8,1.3,0.638,0.4,0.6,0.9,2.3,,,,,,2022,2.0,0
WNBA,WNBA,2023-24,2023,Destanni Henderson,,TOT,G,15,13.3,3.8,1.8,0.8,0.2,1.3,3.8,0.333,0.2,1.6,0.125,1.1,2.2,0.485,1.1,1.4,0.762,0.5,0.1,0.9,1.2,,,,,,2022,2.0,1
WNBA,WNBA,2023-24,2023,Joyner Holmes,,TOT,F,34,10.4,3.3,0.8,2.5,0.7,1.2,3.2,0.373,0.4,1.4,0.313,0.8,1.8,0.419,0.5,0.6,0.762,0.3,0.3,0.6,1.1,,,,,,2020,4.0,2
WNBA,WNBA,2023-24,2023,Ashley Joens,,TOT,G,19,6.7,2.1,0.1,0.6,0.0,0.7,1.9,0.361,0.5,1.2,0.435,0.2,0.7,0.231,0.2,0.3,0.5,0.2,0.0,0.3,0.4,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Evina Westbrook,,TOT,G,18,7.1,1.1,0.6,0.9,0.2,0.3,1.7,0.167,0.1,0.9,0.125,0.2,0.8,0.214,0.4,0.4,1.0,0.2,0.2,0.6,0.9,,,,,,2022,2.0,0
WNBA,WNBA,2023-24,2023,Amanda Zahui B.,,TOT,C,34,7.4,1.7,0.3,1.1,0.2,0.5,2.1,0.257,0.2,1.1,0.162,0.4,1.0,0.364,0.4,0.6,0.75,0.2,0.5,0.4,1.3,,,,,,2015,9.0,1
WNBA,WNBA,2023-24,2023,Kristine Anigwe,,CHI,F-C,10,8.3,2.5,0.4,2.1,0.8,1.0,2.2,0.455,0.0,0.1,0.0,1.0,2.1,0.476,0.5,0.8,0.625,0.3,0.5,0.6,2.0,,,,,,2019,5.0,0
WNBA,WNBA,2023-24,2023,Alaina Coates,,PHO,C,2,2.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,,0.5,0.0,0.0,0.5,,,,,,2018,6.0,0
WNBA,WNBA,2023-24,2023,Queen Egbo,,IND,F-C,16,8.9,2.9,0.1,4.1,1.0,1.1,2.8,0.4,0.0,0.0,,1.1,2.8,0.4,0.7,1.1,0.647,0.1,0.5,0.7,1.9,,,,,,2022,2.0,0
WNBA,WNBA,2023-24,2023,Destanni Henderson,,LAS,G,10,16.9,5.0,2.5,0.8,0.2,1.7,4.7,0.362,0.2,1.9,0.105,1.5,2.8,0.536,1.4,1.9,0.737,0.7,0.1,1.3,1.4,,,,,,2022,2.0,1
WNBA,WNBA,2023-24,2023,Joyner Holmes,,LAS,F,5,12.0,4.2,0.2,3.4,1.0,1.6,4.6,0.348,0.4,1.4,0.286,1.2,3.2,0.375,0.6,0.8,0.75,0.0,0.4,0.8,1.2,,,,,,2020,4.0,0
WNBA,WNBA,2023-24,2023,Evina Westbrook,,PHO,G,9,8.0,1.1,0.4,1.0,0.1,0.2,2.2,0.1,0.0,1.2,0.0,0.2,1.0,0.222,0.7,0.7,1.0,0.1,0.1,0.4,0.8,,,,,,2022,2.0,0
WNBA,WNBA,2023-24,2023,Amanda Zahui B.,,WAS,C,12,7.8,2.0,0.3,1.4,0.2,0.5,2.0,0.25,0.3,1.2,0.214,0.3,0.8,0.3,0.8,1.0,0.75,0.3,0.6,0.4,1.7,,,,,,2015,9.0,1
WNBA,WNBA,2023-24,2023,Liz Dixon,,CON,F,4,5.3,1.0,0.3,0.5,0.3,0.5,1.3,0.4,0.0,0.0,,0.5,1.3,0.4,0.0,0.0,,0.0,0.3,0.5,0.3,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Alaina Coates,,LVA,C,10,3.0,0.9,0.0,1.0,0.2,0.4,0.5,0.8,0.0,0.0,,0.4,0.5,0.8,0.1,0.4,0.25,0.2,0.0,0.7,0.9,,,,,,2018,6.0,0
WNBA,WNBA,2023-24,2023,Liz Dixon,,PHO,F,10,5.6,2.3,0.2,1.3,0.8,0.8,1.4,0.571,0.0,0.0,,0.8,1.4,0.571,0.7,0.8,0.875,0.0,0.2,0.2,0.3,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Joyner Holmes,,SEA,F,29,10.2,3.2,0.9,2.3,0.7,1.1,3.0,0.379,0.4,1.4,0.317,0.7,1.6,0.435,0.4,0.6,0.765,0.3,0.3,0.5,1.1,,,,,,2020,4.0,2
WNBA,WNBA,2023-24,2023,Ashley Joens,,LVA,G,2,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Evina Westbrook,,LAS,G,9,6.2,1.1,0.7,0.9,0.2,0.3,1.1,0.3,0.2,0.6,0.4,0.1,0.6,0.2,0.2,0.2,1.0,0.2,0.2,0.7,1.0,,,,,,2022,2.0,0
WNBA,WNBA,2023-24,2023,Kristine Anigwe,,CON,F-C,3,2.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,,0.0,0.7,0.0,0.0,0.0,,0.0,0.0,0.3,1.0,,,,,,2019,5.0,0
WNBA,WNBA,2023-24,2023,Destanni Henderson,,PHO,G,5,6.2,1.4,0.4,0.8,0.2,0.4,2.0,0.2,0.2,1.0,0.2,0.2,1.0,0.2,0.4,0.4,1.0,0.0,0.0,0.2,0.8,,,,,,2022,2.0,0
WNBA,WNBA,2023-24,2023,Ashley Joens,,DAL,G,9,1.6,0.3,0.0,0.2,0.0,0.1,0.4,0.25,0.0,0.2,0.0,0.1,0.2,0.5,0.1,0.4,0.25,0.1,0.0,0.0,0.0,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Ashley Joens,,PHO,G,8,13.4,4.5,0.1,1.1,0.0,1.5,3.9,0.387,1.3,2.5,0.5,0.3,1.4,0.182,0.3,0.3,1.0,0.3,0.0,0.6,0.9,,,,,,2023,1.0,0
WNBA,WNBA,2023-24,2023,Amanda Zahui B.,,IND,C,22,7.3,1.5,0.3,1.0,0.2,0.5,2.1,0.261,0.1,1.0,0.13,0.4,1.0,0.391,0.3,0.4,0.75,0.1,0.5,0.5,1.1,,,,,,2015,9.0,0
WNBA,WNBA,2023-24,2023,Queen Egbo,,WAS,F-C,21,15.8,6.2,0.4,4.4,1.1,2.7,4.9,0.544,0.0,0.0,,2.7,4.9,0.544,0.9,1.4,0.633,0.6,0.8,1.1,2.6,,,,,,2022,2.0,0
