draft_year,lg,draft_pick,draft_round,tm,player,player_id,college
2000,NBA,40.0,2.0,ATL,Hanno Möttölä,mottoha01,Utah
2000,NBA,41.0,2.0,SAS,Chris Carrawell,carrach01,Duke
2000,NBA,42.0,2.0,SEA,Olumide Oyedeji,oyedeol01,
2000,NBA,43.0,2.0,MIL,Michael Redd,reddmi01,Ohio State
2000,NBA,44.0,2.0,DET,Brian Cardinal,cardibr01,Purdue
2000,NBA,45.0,2.0,SAC,Jabari Smith,smithja01,LSU
2000,NBA,46.0,2.0,TOR,DeeAndre Hulett,huletde01,College of the Sequoias
2000,NBA,47.0,2.0,SEA,Josip Sesar,sesarjo01,
2000,NBA,48.0,2.0,PHI,Mark Karcher,karchma01,Temple
2000,NBA,49.0,2.0,MIL,Jason Hart,hartja01,Syracuse
2000,NBA,50.0,2.0,UTA,Kaniel Dickens,dickeka01,Idaho
2000,NBA,51.0,2.0,MIN,Igor Rakočević,rakocig01,
2000,NBA,52.0,2.0,MIA,Ernest Brown,browner01,Indian Hills Community College
2000,NBA,53.0,2.0,DEN,Dan McClintock,mcclida01,Northern Arizona University
2000,NBA,54.0,2.0,SAS,Cory Hightower,hightco01,Indian Hills Community College
2000,NBA,55.0,2.0,GSW,Chris Porter,portech01,Auburn
2000,NBA,56.0,2.0,IND,Jaquay Walls,wallsja01,Colorado
2000,NBA,57.0,2.0,ATL,Scoonie Penn,pennsc01,Ohio State
2000,NBA,58.0,2.0,DAL,Pete Mickeal,mickepe01,Cincinnati
1999,NBA,1.0,1.0,CHI,Elton Brand,brandel01,Duke
1999,NBA,2.0,1.0,VAN,Steve Francis,francst01,Maryland
1999,NBA,3.0,1.0,CHH,Baron Davis,davisba01,UCLA
1999,NBA,4.0,1.0,LAC,Lamar Odom,odomla01,Rhode Island
1999,NBA,5.0,1.0,TOR,Jonathan Bender,bendejo01,
1999,NBA,6.0,1.0,MIN,Wally Szczerbiak,szczewa02,Miami University
1999,NBA,7.0,1.0,WAS,Richard Hamilton,hamilri01,UConn
1999,NBA,8.0,1.0,CLE,Andre Miller,millean02,Utah
1999,NBA,9.0,1.0,PHO,Shawn Marion,mariosh01,UNLV
1999,NBA,10.0,1.0,ATL,Jason Terry,terryja01,Arizona
1999,NBA,11.0,1.0,CLE,Trajan Langdon,langdtr01,Duke
1999,NBA,12.0,1.0,TOR,Aleksandar Radojević,radojal01,Barton County Community College
1999,NBA,13.0,1.0,SEA,Corey Maggette,maggeco01,Duke
1999,NBA,14.0,1.0,MIN,William Avery,averywi01,Duke
1999,NBA,15.0,1.0,NYK,Frédéric Weis,weisfr01,
1999,NBA,16.0,1.0,CHI,Metta World Peace,artesro01,St. John's
1999,NBA,17.0,1.0,ATL,Cal Bowdler,bowdlca01,Old Dominion
1999,NBA,18.0,1.0,DEN,James Posey,poseyja01,Xavier
1999,NBA,19.0,1.0,UTA,Quincy Lewis,lewisqu01,Minnesota
1999,NBA,20.0,1.0,ATL,Dion Glover,glovedi01,Georgia Tech
1999,NBA,21.0,1.0,GSW,Jeff Foster,fosteje01,Texas State University
1999,NBA,22.0,1.0,HOU,Kenny Thomas,thomake01,New Mexico
1999,NBA,23.0,1.0,LAL,Devean George,georgde01,Augsburg College
1999,NBA,24.0,1.0,UTA,Andrei Kirilenko,kirilan01,
1999,NBA,25.0,1.0,MIA,Tim James,jamesti01,Miami (FL)
1999,NBA,26.0,1.0,IND,Vonteego Cummings,cummivo01,Pitt
1999,NBA,27.0,1.0,ATL,Jumaine Jones,jonesju01,Georgia
1999,NBA,28.0,1.0,UTA,Scott Padgett,padgesc01,Kentucky
1999,NBA,29.0,1.0,SAS,Leon Smith,smithle01,
1999,NBA,30.0,2.0,LAL,John Celestand,celesjo01,Villanova
1999,NBA,31.0,2.0,LAC,Rico Hill,hillri01,Illinois State
1999,NBA,32.0,2.0,CHI,Michael Ruffin,ruffimi01,Tulsa
1999,NBA,33.0,2.0,DEN,Chris Herren,herrech01,Fresno State
1999,NBA,34.0,2.0,NJN,Evan Eschmeyer,eschmev01,Northwestern
1999,NBA,35.0,2.0,WAS,Calvin Booth,boothca01,Penn State
1999,NBA,36.0,2.0,DAL,Wang Zhizhi,zhizhwa01,
1999,NBA,37.0,2.0,VAN,Obinna Ekezie,ekeziob01,Maryland
1999,NBA,38.0,2.0,ORL,Laron Profit,profila01,Maryland
1999,NBA,39.0,2.0,CLE,A.J. Bramlett,bramlaj01,Arizona
1999,NBA,40.0,2.0,DAL,Gordan Giriček,giricgo01,
1999,NBA,41.0,2.0,DEN,Francisco Elson,elsonfr01,California
1999,NBA,42.0,2.0,MIN,Louis Bullock,bullolo01,Michigan
1999,NBA,43.0,2.0,CHH,Lee Nailon,nailole01,TCU
1999,NBA,44.0,2.0,HOU,Tyrone Washington,washity01,Mississippi State
1999,NBA,45.0,2.0,SAC,Ryan Robertson,roberry01,Kansas
1999,NBA,46.0,2.0,NYK,J.R. Koch,kochjr01,Iowa
1999,NBA,47.0,2.0,PHI,Todd MacCulloch,maccuto01,Washington
1999,NBA,48.0,2.0,MIL,Galen Young,youngga01,UNC Charlotte
1999,NBA,49.0,2.0,CHI,Lari Ketner,ketnela01,UMass
1999,NBA,50.0,2.0,HOU,Venson Hamilton,hamilve01,Nebraska
1999,NBA,51.0,2.0,VAN,Antwain Smith,smithan03,Saint Paul's College
1999,NBA,52.0,2.0,POR,Roberto Bergersen,bergero01,Boise State
1999,NBA,53.0,2.0,MIA,Rodney Buford,buforro01,Creighton
1999,NBA,54.0,2.0,DET,Melvin Levett,levetme01,Cincinnati
1999,NBA,55.0,2.0,BOS,Kris Clack,clackkr01,Texas
1999,NBA,56.0,2.0,GSW,Tim Young,youngti01,Stanford
1999,NBA,57.0,2.0,SAS,Manu Ginóbili,ginobma01,
1999,NBA,58.0,2.0,UTA,Eddie Lucas,lucased01,Virginia Tech
1998,NBA,1.0,1.0,LAC,Michael Olowokandi,olowomi01,University of the Pacific
1998,NBA,2.0,1.0,VAN,Mike Bibby,bibbymi01,Arizona
1998,NBA,3.0,1.0,DEN,Raef LaFrentz,lafrera01,Kansas
1998,NBA,4.0,1.0,TOR,Antawn Jamison,jamisan01,UNC
1998,NBA,5.0,1.0,GSW,Vince Carter,cartevi01,UNC
1998,NBA,6.0,1.0,DAL,Robert Traylor,traylro01,Michigan
1998,NBA,7.0,1.0,SAC,Jason Williams,willija02,Florida
1998,NBA,8.0,1.0,PHI,Larry Hughes,hughela01,Saint Louis
1998,NBA,9.0,1.0,MIL,Dirk Nowitzki,nowitdi01,
1998,NBA,10.0,1.0,BOS,Paul Pierce,piercpa01,Kansas
1998,NBA,11.0,1.0,DET,Bonzi Wells,wellsbo01,Ball State University
1998,NBA,12.0,1.0,ORL,Michael Doleac,doleami01,Utah
1998,NBA,13.0,1.0,ORL,Keon Clark,clarkke01,UNLV
1998,NBA,14.0,1.0,HOU,Michael Dickerson,dickemi01,Arizona
1998,NBA,15.0,1.0,ORL,Matt Harpring,harprma01,Georgia Tech
1998,NBA,16.0,1.0,HOU,Bryce Drew,drewbr01,Valparaiso
1998,NBA,17.0,1.0,MIN,Rasho Nesterović,nestera01,
1998,NBA,18.0,1.0,HOU,Mirsad Türkcan,turkcmi01,
1998,NBA,19.0,1.0,MIL,Pat Garrity,garripa01,Notre Dame
1998,NBA,20.0,1.0,ATL,Roshown McLeod,mcleoro01,Duke
1998,NBA,21.0,1.0,CHH,Ricky Davis,davisri01,Iowa
1998,NBA,22.0,1.0,LAC,Brian Skinner,skinnbr01,Baylor
1998,NBA,23.0,1.0,DEN,Tyronn Lue,luety01,Nebraska
1998,NBA,24.0,1.0,SAS,Felipe López,lopezfe01,St. John's
1998,NBA,25.0,1.0,IND,Al Harrington,harrial01,
1998,NBA,26.0,1.0,LAL,Sam Jacobson,jacobsa01,Minnesota
1998,NBA,27.0,1.0,SEA,Vladimir Stepania,stepavl01,
1998,NBA,28.0,1.0,CHI,Corey Benjamin,benjaco01,Oregon State
1998,NBA,29.0,1.0,UTA,Nazr Mohammed,mohamna01,Kentucky
1998,NBA,30.0,2.0,DAL,Ansu Sesay,sesayan01,Ole Miss
1998,NBA,31.0,2.0,LAL,Ruben Patterson,patteru01,Cincinnati
1998,NBA,32.0,2.0,SEA,Rashard Lewis,lewisra02,
1998,NBA,33.0,2.0,SEA,Jelani McCoy,mccoyje01,UCLA
1998,NBA,34.0,2.0,CHI,Shammond Williams,willish01,UNC
1998,NBA,35.0,2.0,DAL,Bruno Šundov,sundobr01,
1998,NBA,36.0,2.0,SAC,Jerome James,jamesje01,Florida A&M
1998,NBA,37.0,2.0,PHI,Casey Shaw,shawca01,Toledo
1998,NBA,38.0,2.0,NYK,DeMarco Johnson,johnsde02,UNC Charlotte
1998,NBA,39.0,2.0,MIL,Rafer Alston,alstora01,Fresno State
1998,NBA,40.0,2.0,DET,Korleone Young,youngko01,
1998,NBA,41.0,2.0,HOU,Cuttino Mobley,moblecu01,Rhode Island
1998,NBA,42.0,2.0,ORL,Miles Simon,simonmi01,Arizona
1998,NBA,43.0,2.0,WAS,Jahidi White,whiteja01,Georgetown
1998,NBA,44.0,2.0,NYK,Sean Marks,marksse01,California
1998,NBA,45.0,2.0,LAL,Toby Bailey,baileto01,UCLA
1998,NBA,46.0,2.0,MIN,Andrae Patterson,pattean01,Indiana
1998,NBA,47.0,2.0,TOR,Tyson Wheeler,wheelty01,Rhode Island
1998,NBA,48.0,2.0,CLE,Ryan Stack,stackry01,South Carolina
1998,NBA,49.0,2.0,ATL,Cory Carr,carrco01,Texas Tech
1998,NBA,50.0,2.0,CHH,Andrew Betts,bettsan01,Cal State Long Beach
1998,NBA,51.0,2.0,MIA,Corey Brewer,breweco02,Oklahoma
1998,NBA,52.0,2.0,SAS,Derrick Dial,dialde01,Eastern Michigan
1998,NBA,53.0,2.0,DAL,Greg Buckner,buckngr01,Clemson
1998,NBA,54.0,2.0,DEN,Tremaine Fowlkes,fowlktr01,Fresno State
1998,NBA,55.0,2.0,DEN,Ryan Bowen,bowenry01,Iowa
1998,NBA,56.0,2.0,VAN,J.R. Henderson,hendejr01,UCLA
1998,NBA,57.0,2.0,UTA,Torraye Braggs,braggto01,Xavier
1998,NBA,58.0,2.0,CHI,Maceo Baston,bastoma01,Michigan
1997,NBA,1.0,1.0,SAS,Tim Duncan,duncati01,Wake Forest
1997,NBA,2.0,1.0,PHI,Keith Van Horn,vanhoke01,Utah
1997,NBA,3.0,1.0,BOS,Chauncey Billups,billuch01,Colorado
1997,NBA,4.0,1.0,VAN,Antonio Daniels,daniean01,Bowling Green
1997,NBA,5.0,1.0,DEN,Tony Battie,battito01,Texas Tech
1997,NBA,6.0,1.0,BOS,Ron Mercer,mercero01,Kentucky
1997,NBA,7.0,1.0,NJN,Tim Thomas,thomati01,Villanova
1997,NBA,8.0,1.0,GSW,Adonal Foyle,foylead01,Colgate
1997,NBA,9.0,1.0,TOR,Tracy McGrady,mcgratr01,
1997,NBA,10.0,1.0,MIL,Danny Fortson,fortsda01,Cincinnati
1997,NBA,11.0,1.0,SAC,Tariq Abdul-Wahad,abdulta01,San Jose State
1997,NBA,12.0,1.0,IND,Austin Croshere,croshau01,Providence
1997,NBA,13.0,1.0,CLE,Derek Anderson,anderde01,Kentucky
1997,NBA,14.0,1.0,LAC,Maurice Taylor,tayloma01,Michigan
1997,NBA,15.0,1.0,DAL,Kelvin Cato,catoke01,Iowa State
1997,NBA,16.0,1.0,CLE,Brevin Knight,knighbr01,Stanford
1997,NBA,17.0,1.0,ORL,Johnny Taylor,taylojo01,Chattanooga
1997,NBA,18.0,1.0,POR,Chris Anstey,anstech01,
1997,NBA,19.0,1.0,DET,Scot Pollard,pollasc01,Kansas
1997,NBA,20.0,1.0,MIN,Paul Grant,grantpa01,Wisconsin
1997,NBA,21.0,1.0,NJN,Anthony Parker,parkean01,Bradley
1997,NBA,22.0,1.0,ATL,Ed Gray,grayed01,California
1997,NBA,23.0,1.0,SEA,Bobby Jackson,jacksbo01,Minnesota
1997,NBA,24.0,1.0,HOU,Rodrick Rhodes,rhodero01,USC
1997,NBA,25.0,1.0,NYK,John Thomas,thomajo02,Minnesota
1997,NBA,26.0,1.0,MIA,Charles Smith,smithch04,New Mexico
1997,NBA,27.0,1.0,UTA,Jacque Vaughn,vaughja01,Kansas
1997,NBA,28.0,1.0,CHI,Keith Booth,boothke01,Maryland
1997,NBA,30.0,2.0,HOU,Serge Zwikker,zwikkse01,UNC
1997,NBA,31.0,2.0,MIA,Mark Sanford,sanfoma01,Washington
1997,NBA,32.0,2.0,DET,Charles O'Bannon,obannch01,UCLA
1997,NBA,33.0,2.0,DEN,James Cotton,cottoja02,Cal State Long Beach
1997,NBA,34.0,2.0,PHI,Marko Milič,milicma01,
1997,NBA,35.0,2.0,DAL,Bubba Wells,wellsbu01,Austin Peay State University
1997,NBA,36.0,2.0,PHI,Kebu Stewart,stewake01,Cal State-Bakersfield
1997,NBA,37.0,2.0,PHI,James Collins,collija01,Florida State
1997,NBA,38.0,2.0,GSW,Marc Jackson,jacksma02,Temple
1997,NBA,39.0,2.0,MIL,Jerald Honeycutt,honeyje01,Tulane
1997,NBA,40.0,2.0,SAC,Anthony Johnson,johnsan02,College of Charleston
1997,NBA,41.0,2.0,SEA,Eddie Elisma,elismed01,Georgia Tech
1997,NBA,42.0,2.0,DEN,Jason Lawson,lawsoja01,Villanova
1997,NBA,43.0,2.0,PHO,Stephen Jackson,jacksst02,Butler County Community College
1997,NBA,44.0,2.0,MIN,Gordon Malone,malongo01,West Virginia
1997,NBA,45.0,2.0,CLE,Cedric Henderson,hendece02,Memphis
1997,NBA,46.0,2.0,WAS,God Shammgod,shammgo01,Providence
1997,NBA,47.0,2.0,ORL,Eric Washington,washier01,Alabama
1997,NBA,48.0,2.0,POR,Alvin Williams,willial02,Villanova
1997,NBA,49.0,2.0,WAS,Predrag Drobnjak,drobnpr01,
1997,NBA,50.0,2.0,ATL,Alain Digbeu,digbeal01,
1997,NBA,51.0,2.0,ATL,Chris Crawford,crawfch01,Marquette
1997,NBA,52.0,2.0,LAL,DeJuan Wheat,wheatde01,Louisville
1997,NBA,53.0,2.0,VAN,C.J. Bruton,brutocj01,Indian Hills Community College
1997,NBA,54.0,2.0,LAL,Paul Rogers,rogerpa01,Gonzaga
1997,NBA,55.0,2.0,SEA,Mark Blount,blounma01,Pitt
1997,NBA,56.0,2.0,BOS,Ben Pepper,peppebe01,
1997,NBA,57.0,2.0,UTA,Nate Erdmann,erdmana01,Oklahoma
1997,NBA,58.0,2.0,CHI,Roberto Duenas,duenaro01,
1996,NBA,1.0,1.0,PHI,Allen Iverson,iversal01,Georgetown
1996,NBA,2.0,1.0,TOR,Marcus Camby,cambyma01,UMass
1996,NBA,3.0,1.0,VAN,Shareef Abdur-Rahim,abdursh01,California
1996,NBA,4.0,1.0,MIL,Stephon Marbury,marbust01,Georgia Tech
1996,NBA,5.0,1.0,MIN,Ray Allen,allenra02,UConn
1996,NBA,6.0,1.0,BOS,Antoine Walker,walkean02,Kentucky
1996,NBA,7.0,1.0,LAC,Lorenzen Wright,wrighlo02,Memphis
1996,NBA,8.0,1.0,NJN,Kerry Kittles,kittlke01,Villanova
1996,NBA,9.0,1.0,DAL,Samaki Walker,walkesa01,Louisville
1996,NBA,10.0,1.0,IND,Erick Dampier,dampier01,Mississippi State
1996,NBA,11.0,1.0,GSW,Todd Fuller,fulleto02,NC State
1996,NBA,12.0,1.0,CLE,Vitaly Potapenko,potapvi01,Wright State University
1996,NBA,13.0,1.0,CHH,Kobe Bryant,bryanko01,
1996,NBA,14.0,1.0,SAC,Peja Stojaković,stojape01,
1996,NBA,15.0,1.0,PHO,Steve Nash,nashst01,Santa Clara
1996,NBA,16.0,1.0,CHH,Tony Delk,delkto01,Kentucky
1996,NBA,17.0,1.0,POR,Jermaine O'Neal,onealje01,
1996,NBA,18.0,1.0,NYK,John Wallace,wallajo01,Syracuse
1996,NBA,19.0,1.0,NYK,Walter McCarty,mccarwa01,Kentucky
1996,NBA,20.0,1.0,CLE,Zydrunas Ilgauskas,ilgauzy01,
1996,NBA,21.0,1.0,NYK,Dontae' Jones,jonesdo01,Mississippi State
1996,NBA,22.0,1.0,VAN,Roy Rogers,rogerro02,Alabama
1996,NBA,23.0,1.0,DEN,Efthimios Rentzias,rentzef01,
1996,NBA,24.0,1.0,LAL,Derek Fisher,fishede01,Little Rock
1996,NBA,25.0,1.0,UTA,Martin Müürsepp,muursma01,
1996,NBA,26.0,1.0,DET,Jerome Williams,willije01,Georgetown
1996,NBA,27.0,1.0,ORL,Brian Evans,evansbr01,Indiana
1996,NBA,28.0,1.0,ATL,Priest Lauderdale,laudepr01,Central State University
1996,NBA,29.0,1.0,CHI,Travis Knight,knightr01,UConn
1996,NBA,30.0,2.0,HOU,Othella Harrington,harriot01,Georgetown
1996,NBA,31.0,2.0,PHI,Mark Hendrickson,hendrma01,Washington State
1996,NBA,32.0,2.0,PHI,Ryan Minor,minorry01,Oklahoma
1996,NBA,33.0,2.0,MIL,Moochie Norris,norrimo01,University of West Florida
1996,NBA,34.0,2.0,DAL,Shawn Harvey,harvesh01,West Virginia State University
1996,NBA,35.0,2.0,SEA,Joseph Blair,blairjo02,Arizona
1996,NBA,36.0,2.0,LAC,Doron Sheffer,sheffdo01,UConn
1996,NBA,37.0,2.0,DEN,Jeff McInnis,mcinnje01,UNC
1996,NBA,38.0,2.0,BOS,Steve Hamer,hamerst01,Tennessee
1996,NBA,39.0,2.0,PHO,Russ Millard,millaru01,Iowa
1996,NBA,40.0,2.0,GSW,Marcus Mann,mannma01,Mississippi Valley State University
1996,NBA,41.0,2.0,SAC,Jason Sasser,sasseja01,Texas Tech
1996,NBA,42.0,2.0,HOU,Randy Livingston,livinra01,LSU
1996,NBA,43.0,2.0,PHO,Ben Davis,davisbe01,Arizona
1996,NBA,44.0,2.0,CHH,Malik Rose,rosema01,Drexel
1996,NBA,45.0,2.0,SEA,Joe Vogel,vogeljo01,Colorado State
1996,NBA,46.0,2.0,POR,Marcus Brown,brownma01,Murray State
1996,NBA,47.0,2.0,SEA,Ron Riley,rileyro02,Arizona State
1996,NBA,48.0,2.0,PHI,Jamie Feick,feickja01,Michigan State
1996,NBA,49.0,2.0,ORL,Amal McCaskill,mccasam01,Marquette
1996,NBA,50.0,2.0,HOU,Terrell Bell,bellte01,Georgia
1996,NBA,51.0,2.0,VAN,Chris Robinson,robinch01,Western Kentucky
1996,NBA,52.0,2.0,IND,Mark Pope,popema01,Kentucky
1996,NBA,53.0,2.0,MIL,Jeff Nordgaard,nordgje01,Green Bay
1996,NBA,54.0,2.0,UTA,Shandon Anderson,andersh01,Georgia
1996,NBA,55.0,2.0,WSB,Ronnie Henderson,hendero02,LSU
1996,NBA,56.0,2.0,CLE,Reggie Geary,gearyre01,Arizona
1996,NBA,57.0,2.0,SEA,Drew Barry,barrydr01,Georgia Tech
1996,NBA,58.0,2.0,DAL,Darnell Robinson,robinda03,Arkansas
1995,NBA,1.0,1.0,GSW,Joe Smith,smithjo02,Maryland
1995,NBA,2.0,1.0,LAC,Antonio McDyess,mcdyean01,Alabama
1995,NBA,3.0,1.0,PHI,Jerry Stackhouse,stackje01,UNC
1995,NBA,4.0,1.0,WSB,Rasheed Wallace,wallara01,UNC
1995,NBA,5.0,1.0,MIN,Kevin Garnett,garneke01,
1995,NBA,6.0,1.0,VAN,Bryant Reeves,reevebr01,Oklahoma State
1995,NBA,7.0,1.0,TOR,Damon Stoudamire,stoudda01,Arizona
1995,NBA,8.0,1.0,POR,Shawn Respert,respesh01,Michigan State
1995,NBA,9.0,1.0,NJN,Ed O'Bannon,obanned01,UCLA
1995,NBA,10.0,1.0,MIA,Kurt Thomas,thomaku01,TCU
1995,NBA,11.0,1.0,MIL,Gary Trent,trentga01,Ohio University
1995,NBA,12.0,1.0,DAL,Cherokee Parks,parksch02,Duke
1995,NBA,13.0,1.0,SAC,Corliss Williamson,willico02,Arkansas
1995,NBA,14.0,1.0,BOS,Eric Williams,willier01,Providence
1995,NBA,15.0,1.0,DEN,Brent Barry,barrybr01,Oregon State
1995,NBA,16.0,1.0,ATL,Alan Henderson,hendeal01,Indiana
1995,NBA,17.0,1.0,CLE,Bob Sura,surabo01,Florida State
1995,NBA,18.0,1.0,DET,Theo Ratliff,ratlith01,Wyoming
1995,NBA,19.0,1.0,DET,Randolph Childress,childra01,Wake Forest
1995,NBA,20.0,1.0,CHI,Jason Caffey,caffeja01,Alabama
1995,NBA,21.0,1.0,PHO,Michael Finley,finlemi01,Wisconsin
1995,NBA,22.0,1.0,CHH,George Zídek,zidekge01,UCLA
1995,NBA,23.0,1.0,IND,Travis Best,besttr01,Georgia Tech
1995,NBA,24.0,1.0,DAL,Loren Meyer,meyerlo01,Iowa State
1995,NBA,25.0,1.0,ORL,David Vaughn,vaughda02,Memphis
1995,NBA,26.0,1.0,SEA,Sherell Ford,fordsh01,University of Illinois at Chicago
1995,NBA,27.0,1.0,PHO,Mario Bennett,bennema01,Arizona State
1995,NBA,28.0,1.0,UTA,Greg Ostertag,ostergr01,Kansas
1995,NBA,29.0,1.0,SAS,Cory Alexander,alexaco01,Virginia
1995,NBA,30.0,2.0,DET,Lou Roe,roelo01,UMass
1995,NBA,31.0,2.0,CHI,Dragan Tarlać,tarladr01,
1995,NBA,32.0,2.0,WSB,Terrence Rencher,renchte01,Texas
1995,NBA,33.0,2.0,BOS,Junior Burrough,burroju01,Virginia
1995,NBA,34.0,2.0,GSW,Andrew DeClercq,declean01,Florida
1995,NBA,35.0,2.0,TOR,Jimmy King,kingji02,Michigan
1995,NBA,36.0,2.0,VAN,Lawrence Moten,motenla01,Syracuse
1995,NBA,37.0,2.0,LAL,Frankie King,kingfr01,Western Carolina University
1995,NBA,38.0,2.0,MIL,Rashard Griffith,griffra01,Wisconsin
1995,NBA,39.0,2.0,CLE,Donny Marshall,marshdo02,UConn
1995,NBA,40.0,2.0,GSW,Dwayne Whitfield,whitfdw01,Jackson State University
1995,NBA,41.0,2.0,HOU,Erik Meek,meeker01,Duke
1995,NBA,42.0,2.0,ATL,Donnie Boyce,boycedo01,Colorado
1995,NBA,43.0,2.0,MIL,Eric Snow,snower01,Michigan State
1995,NBA,44.0,2.0,DEN,Anthony Pelle,pellean01,Fresno State
1995,NBA,45.0,2.0,ATL,Troy Brown,browntr02,Providence
1995,NBA,46.0,2.0,MIA,George Banks,banksge02,Texas-El Paso
1995,NBA,47.0,2.0,SAC,Tyus Edney,edneyty01,UCLA
1995,NBA,48.0,2.0,MIN,Mark Davis,davisma02,Texas Tech
1995,NBA,49.0,2.0,MIN,Jerome Allen,allenje01,Penn
1995,NBA,50.0,2.0,GSW,Martin Lewis,lewisma01,Seward County Community College
1995,NBA,51.0,2.0,SAC,Dejan Bodiroga,bodirde01,
1995,NBA,52.0,2.0,IND,Fred Hoiberg,hoibefr01,Iowa State
1995,NBA,53.0,2.0,LAC,Constantin Popa,popaco01,Miami (FL)
1995,NBA,54.0,2.0,SEA,Eurelijus Žukauskas,zukauau01,
1995,NBA,55.0,2.0,GSW,Michael McDonald,mcdonmi01,New Orleans
1995,NBA,56.0,2.0,PHO,Chris Carr,carrch01,Southern Illinois
1995,NBA,57.0,2.0,ATL,Cuonzo Martin,marticu01,Purdue
1995,NBA,58.0,2.0,DET,Don Reid,reiddo01,Georgetown
1994,NBA,1.0,1.0,MIL,Glenn Robinson,robingl01,Purdue
1994,NBA,2.0,1.0,DAL,Jason Kidd,kiddja01,California
1994,NBA,3.0,1.0,DET,Grant Hill,hillgr01,Duke
1994,NBA,4.0,1.0,MIN,Donyell Marshall,marshdo01,UConn
1994,NBA,5.0,1.0,WSB,Juwan Howard,howarju01,Michigan
1994,NBA,6.0,1.0,PHI,Sharone Wright,wrighsh01,Clemson
1994,NBA,7.0,1.0,LAC,Lamond Murray,murrala01,California
1994,NBA,8.0,1.0,SAC,Brian Grant,grantbr01,Xavier
1994,NBA,9.0,1.0,BOS,Eric Montross,montrer01,UNC
1994,NBA,10.0,1.0,LAL,Eddie Jones,jonesed02,Temple
1994,NBA,11.0,1.0,SEA,Carlos Rogers,rogerca01,Tennessee State
1994,NBA,12.0,1.0,MIA,Khalid Reeves,reevekh01,Arizona
1994,NBA,13.0,1.0,DEN,Jalen Rose,roseja01,Michigan
1994,NBA,14.0,1.0,NJN,Yinka Dare,dareyi01,George Washington
1994,NBA,15.0,1.0,IND,Eric Piatkowski,piatker01,Nebraska
1994,NBA,16.0,1.0,GSW,Clifford Rozier,roziecl01,Louisville
1994,NBA,17.0,1.0,POR,Aaron McKie,mckieaa01,Temple
1994,NBA,18.0,1.0,MIL,Eric Mobley,mobleer01,Pitt
1994,NBA,19.0,1.0,DAL,Tony Dumas,dumasto01,Missouri-Kansas City
1994,NBA,20.0,1.0,PHI,B.J. Tyler,tylerbj01,Texas
1994,NBA,21.0,1.0,CHI,Dickey Simpkins,simpkdi01,Providence
1994,NBA,22.0,1.0,SAS,Bill Curley,curlebi01,Boston College
1994,NBA,23.0,1.0,PHO,Wesley Person,persowe01,Auburn
1994,NBA,24.0,1.0,NYK,Monty Williams,willimo01,Notre Dame
1994,NBA,25.0,1.0,LAC,Greg Minor,minorgr01,Louisville
1994,NBA,26.0,1.0,NYK,Charlie Ward,wardch01,Florida State
1994,NBA,27.0,1.0,ORL,Brooks Thompson,thompbr01,Oklahoma State
1994,NBA,28.0,2.0,DAL,Deon Thomas,thomade02,Illinois
1994,NBA,29.0,2.0,PHO,Antonio Lang,langan02,Duke
1994,NBA,30.0,2.0,MIN,Howard Eisley,eisleho01,Boston College
1994,NBA,31.0,2.0,ORL,Rodney Dent,dentro01,Kentucky
1994,NBA,32.0,2.0,WSB,Jim McIlvaine,mcilvji01,Marquette
1994,NBA,33.0,2.0,PHI,Derrick Alston,alstode01,Duquesne
1994,NBA,34.0,2.0,ATL,Gaylon Nickerson,nickega01,Northwestern Oklahoma State University
1994,NBA,35.0,2.0,SAC,Michael Smith,smithmi02,Providence
1994,NBA,36.0,2.0,BOS,Andrei Fetisov,fetisan01,
1994,NBA,37.0,2.0,SEA,Dontonio Wingfield,wingfdo01,Cincinnati
1994,NBA,38.0,2.0,CHH,Darrin Hancock,hancoda01,Kansas
1994,NBA,39.0,2.0,GSW,Anthony Miller,millean01,Michigan State
1994,NBA,40.0,2.0,MIA,Jeff Webster,webstje01,Oklahoma
1994,NBA,41.0,2.0,IND,William Njoku,njokuwi01,
1994,NBA,42.0,2.0,CLE,Gary Collier,colliga01,Tulsa
1994,NBA,43.0,2.0,POR,Shawnelle Scott,scottsh01,St. John's
1994,NBA,44.0,2.0,IND,Damon Bailey,baileda01,Indiana
1994,NBA,45.0,2.0,GSW,Dwayne Morton,mortodw01,Louisville
1994,NBA,46.0,2.0,MIL,Voshon Lenard,lenarvo01,Minnesota
1994,NBA,47.0,2.0,UTA,Jamie Watson,watsoja01,South Carolina
1994,NBA,48.0,2.0,DET,Jevon Crudup,cruduje01,Missouri
1994,NBA,49.0,2.0,CHI,Kris Bruton,brutokr01,Benedict College
1994,NBA,50.0,2.0,PHO,Charles Claxton,claxtch01,Georgia
1994,NBA,51.0,2.0,SAC,Lawrence Funderburke,fundela01,Ohio State
1994,NBA,52.0,2.0,PHO,Anthony Goldwire,goldwan01,Houston
1994,NBA,53.0,2.0,HOU,Albert Burditt,burdial01,Texas
1994,NBA,54.0,2.0,SEA,Željko Rebrača,rebraze01,
1993,NBA,1.0,1.0,ORL,Chris Webber,webbech01,Michigan
1993,NBA,2.0,1.0,PHI,Shawn Bradley,bradlsh01,BYU
1993,NBA,3.0,1.0,GSW,Anfernee Hardaway,hardaan01,Memphis
1993,NBA,4.0,1.0,DAL,Jamal Mashburn,mashbja01,Kentucky
